-3.,-12.,2.325231771316786
-3.,-11.75,1.3075739156569843
-3.,-11.5,0.7353028485148823
-3.,-11.25,0.41349117825009746
-3.,-11.,0.2325231771316786
-3.,-10.75,0.13075739156569846
-3.,-10.5,0.07353028485148821
-3.,-10.25,0.041349117825009746
-3.,-10.,0.02325231771316786
-3.,-9.75,0.013075739156569842
-3.,-9.5,0.007353028485148822
-3.,-9.25,0.004134911782500974
-3.,-9.,0.002325231771316786
-3.,-8.75,0.001307573915656984
-3.,-8.5,0.0007353028485148822
-3.,-8.25,0.00041349117825009745
-3.,-8.,0.0002325231771316786
-3.,-7.75,0.0001307573915656984
-3.,-7.5,0.00007353028485148823
-3.,-7.25,0.00004134911782500974
-3.,-7.,0.000023252317713167864
-2.75,-12.,2.631575131203005
-2.75,-11.75,1.4798434466186647
-2.75,-11.5,0.8321771248457934
-2.75,-11.25,0.4679675871788781
-2.75,-11.,0.2631575131203005
-2.75,-10.75,0.14798434466186647
-2.75,-10.5,0.08321771248457936
-2.75,-10.25,0.04679675871788782
-2.75,-10.,0.026315751312030056
-2.75,-9.75,0.014798434466186646
-2.75,-9.5,0.008321771248457935
-2.75,-9.25,0.004679675871788781
-2.75,-9.,0.0026315751312030056
-2.75,-8.75,0.0014798434466186648
-2.75,-8.5,0.0008321771248457936
-2.75,-8.25,0.00046796758717887807
-2.75,-8.,0.00026315751312030056
-2.75,-7.75,0.00014798434466186647
-2.75,-7.5,0.00008321771248457938
-2.75,-7.25,0.00004679675871788781
-2.75,-7.,0.000026315751312030057
-2.5,-12.,3.092598108333055
-2.5,-11.75,1.7390957185211768
-2.5,-11.5,0.9779653909860607
-2.5,-11.25,0.5499503539573993
-2.5,-11.,0.30925981083330545
-2.5,-10.75,0.1739095718521177
-2.5,-10.5,0.09779653909860607
-2.5,-10.25,0.05499503539573994
-2.5,-10.,0.03092598108333055
-2.5,-9.75,0.017390957185211768
-2.5,-9.5,0.009779653909860608
-2.5,-9.25,0.005499503539573992
-2.5,-9.,0.003092598108333055
-2.5,-8.75,0.0017390957185211768
-2.5,-8.5,0.000977965390986061
-2.5,-8.25,0.0005499503539573993
-2.5,-8.,0.0003092598108333055
-2.5,-7.75,0.00017390957185211767
-2.5,-7.5,0.0000977965390986061
-2.5,-7.25,0.000054995035395739946
-2.5,-7.,0.00003092598108333055
-2.25,-12.,3.7468485656962978
-2.25,-11.75,2.1070077877212148
-2.25,-11.5,1.1848575515335338
-2.25,-11.25,0.6662943656911596
-2.25,-11.,0.37468485656962985
-2.25,-10.75,0.21070077877212154
-2.25,-10.5,0.11848575515335337
-2.25,-10.25,0.06662943656911598
-2.25,-10.,0.03746848565696298
-2.25,-9.75,0.02107007787721215
-2.25,-9.5,0.011848575515335335
-2.25,-9.25,0.0066629436569115965
-2.25,-9.,0.003746848565696297
-2.25,-8.75,0.002107007787721215
-2.25,-8.5,0.0011848575515335338
-2.25,-8.25,0.0006662943656911598
-2.25,-8.,0.0003746848565696298
-2.25,-7.75,0.00021070077877212147
-2.25,-7.5,0.0001184857551533534
-2.25,-7.25,0.00006662943656911597
-2.25,-7.,0.00003746848565696298
-2.,-12.,5.218118234806904
-2.,-11.75,2.9343635231612386
-2.,-11.5,1.6501138722047126
-2.,-11.25,0.9279272216105765
-2.,-11.,0.5218118234806903
-2.,-10.75,0.29343635231612397
-2.,-10.5,0.16501138722047126
-2.,-10.25,0.09279272216105765
-2.,-10.,0.05218118234806903
-2.,-9.75,0.029343635231612385
-2.,-9.5,0.016501138722047125
-2.,-9.25,0.009279272216105765
-2.,-9.,0.005218118234806902
-2.,-8.75,0.0029343635231612393
-2.,-8.5,0.001650113872204713
-2.,-8.25,0.0009279272216105765
-2.,-8.,0.0005218118234806903
-2.,-7.75,0.00029343635231612387
-2.,-7.5,0.00016501138722047127
-2.,-7.25,0.00009279272216105764
-2.,-7.,0.00005218118234806903
-1.75,-12.,7.781139549205748
-1.75,-11.75,4.375656325591395
-1.75,-11.5,2.4606123767105985
-1.75,-11.25,1.3837040246992127
-1.75,-11.,0.7781139549205748
-1.75,-10.75,0.4375656325591396
-1.75,-10.5,0.2460612376710599
-1.75,-10.25,0.13837040246992127
-1.75,-10.,0.07781139549205747
-1.75,-9.75,0.043756563255913955
-1.75,-9.5,0.024606123767105987
-1.75,-9.25,0.013837040246992125
-1.75,-9.,0.007781139549205747
-1.75,-8.75,0.004375656325591395
-1.75,-8.5,0.0024606123767105985
-1.75,-8.25,0.0013837040246992124
-1.75,-8.,0.0007781139549205748
-1.75,-7.75,0.0004375656325591395
-1.75,-7.5,0.0002460612376710599
-1.75,-7.25,0.0001383704024699213
-1.75,-7.,0.00007781139549205748
-1.5,-12.,14.343179470704484
-1.5,-11.75,8.065762550998967
-1.5,-11.5,4.53571160159945
-1.5,-11.25,2.5506180727246757
-1.5,-11.,1.4343179470704481
-1.5,-10.75,0.8065762550998969
-1.5,-10.5,0.45357116015994503
-1.5,-10.25,0.2550618072724675
-1.5,-10.,0.1434317947070448
-1.5,-9.75,0.08065762550998967
-1.5,-9.5,0.0453571160159945
-1.5,-9.25,0.025506180727246756
-1.5,-9.,0.01434317947070448
-1.5,-8.75,0.008065762550998968
-1.5,-8.5,0.0045357116015994495
-1.5,-8.25,0.002550618072724676
-1.5,-8.,0.001434317947070448
-1.5,-7.75,0.0008065762550998969
-1.5,-7.5,0.00045357116015994504
-1.5,-7.25,0.0002550618072724675
-1.5,-7.,0.00014343179470704484
-1.25,-12.,56.138170594358115
-1.25,-11.75,31.568813245793223
-1.25,-11.5,17.752448275326007
-1.25,-11.25,9.982935288519956
-1.25,-11.,5.61381705943581
-1.25,-10.75,3.156881324579323
-1.25,-10.5,1.7752448275326005
-1.25,-10.25,0.9982935288519952
-1.25,-10.,0.561381705943581
-1.25,-9.75,0.3156881324579322
-1.25,-9.5,0.17752448275326002
-1.25,-9.25,0.09982935288519953
-1.25,-9.,0.056138170594358106
-1.25,-8.75,0.03156881324579323
-1.25,-8.5,0.017752448275326006
-1.25,-8.25,0.009982935288519955
-1.25,-8.,0.00561381705943581
-1.25,-7.75,0.0031568813245793225
-1.25,-7.5,0.0017752448275326006
-1.25,-7.25,0.0009982935288519953
-1.25,-7.,0.0005613817059435811
-1.,-12.,113.20209428521684
-1.,-11.75,63.65821571467169
-1.,-11.5,35.797645384241584
-1.,-11.25,20.130495344068592
-1.,-11.,11.320209428521684
-1.,-10.75,6.36582157146717
-1.,-10.5,3.5797645384241576
-1.,-10.25,2.0130495344068593
-1.,-10.,1.1320209428521684
-1.,-9.75,0.636582157146717
-1.,-9.5,0.3579764538424158
-1.,-9.25,0.2013049534406859
-1.,-9.,0.11320209428521685
-1.,-8.75,0.06365821571467169
-1.,-8.5,0.03579764538424158
-1.,-8.25,0.02013049534406859
-1.,-8.,0.011320209428521681
-1.,-7.75,0.0063658215714671685
-1.,-7.5,0.003579764538424158
-1.,-7.25,0.0020130495344068593
-1.,-7.,0.0011320209428521686
-0.75,-12.,195.7290715024401
-0.75,-11.75,110.06654544695876
-0.75,-11.5,61.89496702576657
-0.75,-11.25,34.806097779882535
-0.75,-11.,19.572907150244006
-0.75,-10.75,11.006654544695877
-0.75,-10.5,6.189496702576657
-0.75,-10.25,3.4806097779882537
-0.75,-10.,1.9572907150244006
-0.75,-9.75,1.1006654544695875
-0.75,-9.5,0.6189496702576657
-0.75,-9.25,0.3480609777988253
-0.75,-9.,0.19572907150244007
-0.75,-8.75,0.11006654544695875
-0.75,-8.5,0.06189496702576657
-0.75,-8.25,0.034806097779882535
-0.75,-8.,0.019572907150244005
-0.75,-7.75,0.011006654544695875
-0.75,-7.5,0.006189496702576657
-0.75,-7.25,0.0034806097779882536
-0.75,-7.,0.0019572907150244012
-0.5,-12.,1922.3229515085177
-0.5,-11.75,1081.0016359951228
-0.5,-11.5,607.8918925184328
-0.5,-11.25,341.84273241128477
-0.5,-11.,192.23229515085177
-0.5,-10.75,108.10016359951229
-0.5,-10.5,60.789189251843275
-0.5,-10.25,34.18427324112847
-0.5,-10.,19.223229515085176
-0.5,-9.75,10.810016359951227
-0.5,-9.5,6.078918925184328
-0.5,-9.25,3.4184273241128467
-0.5,-9.,1.9223229515085174
-0.5,-8.75,1.0810016359951231
-0.5,-8.5,0.6078918925184327
-0.5,-8.25,0.34184273241128466
-0.5,-8.,0.19223229515085175
-0.5,-7.75,0.10810016359951229
-0.5,-7.5,0.060789189251843276
-0.5,-7.25,0.03418427324112847
-0.5,-7.,0.019223229515085174
-0.25,-12.,9097.070674230084
-0.25,-11.75,5115.658778296807
-0.25,-11.5,2876.7463366090697
-0.25,-11.25,1617.7133471652264
-0.25,-11.,909.7070674230085
-0.25,-10.75,511.5658778296808
-0.25,-10.5,287.6746336609069
-0.25,-10.25,161.77133471652257
-0.25,-10.,90.97070674230085
-0.25,-9.75,51.15658778296809
-0.25,-9.5,28.767463366090695
-0.25,-9.25,16.17713347165226
-0.25,-9.,9.097070674230084
-0.25,-8.75,5.115658778296808
-0.25,-8.5,2.8767463366090693
-0.25,-8.25,1.617713347165226
-0.25,-8.,0.9097070674230084
-0.25,-7.75,0.5115658778296809
-0.25,-7.5,0.2876746336609069
-0.25,-7.25,0.16177133471652264
-0.25,-7.,0.09097070674230084
0.,-12.,35134.674523958856
0.,-11.75,19757.67943193462
0.,-11.5,11110.559634440215
0.,-11.25,6247.926828437512
0.,-11.,3513.4674523958847
0.,-10.75,1975.7679431934616
0.,-10.5,1111.0559634440217
0.,-10.25,624.7926828437513
0.,-10.,351.3467452395885
0.,-9.75,197.57679431934613
0.,-9.5,111.10559634440216
0.,-9.25,62.47926828437512
0.,-9.,35.13467452395884
0.,-8.75,19.757679431934612
0.,-8.5,11.110559634440216
0.,-8.25,6.247926828437512
0.,-8.,3.5134674523958846
0.,-7.75,1.9757679431934623
0.,-7.5,1.1110559634440216
0.,-7.25,0.6247926828437512
0.,-7.,0.35134674523958853
